GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "01073","Jefferson, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.378,98.402,99.120,103.395,104.087,101.410,100.900,101.866,96.144,96.546,98.474,100.000,99.262,98.747,99.968,99.899,102.661,105.716
 "01073","Jefferson, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",28675258,30108727,30940729,33456172,35018485,35552368,36493156,37581344,35589650,36380795,38111145,39515681,39819308,40503868,41661199,42082104,44232924,46959136
 "01075","Lamar, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",359620,346348,321705,341350,351911,355109,345991,326066,296227,296981,313626,319162,314774,296869,291779,288955,289482,296054
 "01075","Lamar, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",112.676,108.518,100.797,106.952,110.261,111.263,108.406,102.163,92.814,93.050,98.265,100.000,98.625,93.015,91.420,90.535,90.701,92.760
 "01075","Lamar, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",279440,270661,262967,289449,312539,319845,321103,315880,280272,285701,305398,319162,326183,316704,318003,321816,327170,343597
 "01077","Lauderdale, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2196451,2197595,2227203,2344638,2399386,2482115,2446101,2406893,2439855,2423147,2478735,2490796,2570496,2479646,2445200,2402567,2395624,2467086
 "01077","Lauderdale, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.183,88.229,89.417,94.132,96.330,99.651,98.206,96.631,97.955,97.284,99.516,100.000,103.200,99.552,98.169,96.458,96.179,99.048
 "01077","Lauderdale, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1699015,1733578,1790591,1940185,2039143,2176648,2224540,2231913,2326720,2326985,2407479,2490796,2617287,2581549,2616163,2629968,2661579,2810564
 "01079","Lawrence, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",672420,673036,801112,997433,703686,682125,816803,814802,894627,850005,813266,797752,798611,692003,556342,518065,517319,563208
 "01079","Lawrence, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.289,84.367,100.421,125.030,88.209,85.506,102.388,102.137,112.143,106.550,101.945,100.000,100.108,86.744,69.739,64.941,64.847,70.599
 "01079","Lawrence, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",544234,546694,652921,822249,585893,591279,733973,749312,853613,830693,805084,797752,827926,727569,597778,563533,575611,641615
 "01081","Lee, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3006107,3169082,3320210,3676560,3794406,3920973,4072523,4065938,3996634,4075679,4398530,4578973,4925538,5020315,5457975,5702179,5897678,6013577
 "01081","Lee, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.650,69.209,72.510,80.292,82.866,85.630,88.940,88.796,87.282,89.009,96.059,100.000,107.569,109.638,119.196,124.530,128.799,131.330
 "01081","Lee, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2330783,2510232,2674871,3036061,3237252,3466352,3708159,3767077,3833149,3930687,4297985,4578973,5041632,5266457,5906556,6243789,6551983,6818940
 "01083","Limestone, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2234841,2393265,2525801,2642402,2706189,2894791,2808975,2773368,2586139,2708591,2827295,2970593,2998829,3054617,3149394,3223504,3286233,3288507
 "01083","Limestone, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.232,80.565,85.027,88.952,91.099,97.448,94.559,93.361,87.058,91.180,95.176,100.000,100.951,102.829,106.019,108.514,110.626,110.702
 "01083","Limestone, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1924233,2052774,2206890,2336685,2418096,2627280,2618225,2603260,2553587,2664871,2804535,2970593,3070471,3238499,3399974,3475744,3618373,3717509
 "01085","Lowndes, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",393110,338163,400235,446058,429070,479738,492993,435667,437164,494806,516263,444095,450585,435293,414680,410956,415054,413334
 "01085","Lowndes, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.519,76.147,90.124,100.442,96.617,108.026,111.011,98.102,98.439,111.419,116.251,100.000,101.461,98.018,93.376,92.538,93.461,93.073
 "01085","Lowndes, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",280384,244261,297238,342944,334822,381686,410574,374409,383573,442253,495291,444095,455726,443377,422411,409787,430383,440613
 "01087","Macon, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",452226,433552,434767,466299,467886,488607,486614,497313,491510,477590,496545,485252,500703,453815,437082,437693,427667,437305
 "01087","Macon, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.194,89.346,89.596,96.094,96.421,100.691,100.280,102.485,101.290,98.421,102.327,100.000,103.184,93.521,90.073,90.199,88.133,90.119
 "01087","Macon, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",328125,325874,338086,376694,390866,423294,440777,461648,469215,461919,485505,485252,512775,476144,474664,483498,480957,502444
 "01089","Madison, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",12886125,13422031,14116775,15352723,16208756,16822017,17480531,18200925,18453265,19360171,19640507,19512201,19550363,19569526,19888881,20314558,20825274,21707550
 "01089","Madison, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.041,68.788,72.348,78.683,83.070,86.213,89.588,93.280,94.573,99.221,100.658,100.000,100.196,100.294,101.930,104.112,106.730,111.251
 "01089","Madison, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11163034,11771362,12486215,13742412,14726453,15537634,16444394,17264672,17883395,18837132,19319367,19512201,19862532,20196619,20964418,21647473,22471571,23840513
 "01091","Marengo, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",621350,630573,622335,665703,708775,749654,715715,671668,682547,680196,663347,670787,671303,682733,673931,678430,650660,657507
 "01091","Marengo, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.630,94.005,92.777,99.242,105.663,111.757,106.698,100.131,101.753,101.403,98.891,100.000,100.077,101.781,100.469,101.139,97.000,98.020
 "01091","Marengo, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",488193,500031,501417,553125,596623,648435,641555,613761,644530,655560,649580,670787,696016,721305,725749,736658,723005,746802
 "01093","Marion, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",735316,756558,745704,835038,894395,927480,888739,828921,802548,797256,777090,797023,798120,762205,779032,759279,773143,804250
 "01093","Marion, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.258,94.923,93.561,104.770,112.217,116.368,111.507,104.002,100.693,100.029,97.499,100.000,100.138,95.631,97.743,95.264,97.004,100.907
 "01093","Marion, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",599753,624584,627579,728018,790672,830614,808742,763888,761962,766989,756090,797023,824359,802287,833931,822918,853211,908475
 "01095","Marshall, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2502923,2532970,2587492,2777480,2812420,2832969,2894447,2822160,2638577,2678560,2690281,2763122,2893630,2804226,2830730,2864795,2943251,3061736
 "01095","Marshall, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.583,91.671,93.644,100.520,101.784,102.528,104.753,102.137,95.493,96.940,97.364,100.000,104.723,101.488,102.447,103.680,106.519,110.807
 "01095","Marshall, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1990311,2044217,2111998,2324913,2395833,2468652,2579161,2575909,2496736,2555104,2604872,2763122,2948897,2909162,3008568,3070268,3200694,3403815
 "01097","Mobile, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14621987,14797953,14975373,15459354,16096293,16952589,16998538,17368521,17249893,17517906,17972915,17901892,17845591,17664949,17548197,17901624,17642633,17882906
 "01097","Mobile, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.678,82.661,83.652,86.356,89.914,94.697,94.954,97.021,96.358,97.855,100.397,100.000,99.686,98.676,98.024,99.999,98.552,99.894
 "01097","Mobile, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11292699,11600989,12051286,12816976,13857850,15104822,15573287,16335860,16282137,16820349,17703791,17901892,18087663,18343297,18400414,18866109,19080200,19930388
 "01099","Monroe, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",801351,783874,789193,878920,914560,971400,897132,854334,811890,783775,740690,665614,617179,590640,611360,610770,610310,618262
 "01099","Monroe, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",120.393,117.767,118.566,132.047,137.401,145.941,134.783,128.353,121.976,117.752,111.279,100.000,92.723,88.736,91.849,91.760,91.691,92.886
 "01099","Monroe, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",635944,622007,641539,736957,793566,863451,812530,804844,762597,757174,728031,665614,642036,629172,654643,661890,676694,709333
 "01101","Montgomery, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11114440,11376969,11581279,11947716,12434113,12661776,12432621,12502410,11909735,12172550,12280212,12235434,12195011,12063870,12294898,12473078,12457671,12633330
 "01101","Montgomery, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.838,92.984,94.654,97.648,101.624,103.484,101.612,102.182,97.338,99.486,100.366,100.000,99.670,98.598,100.486,101.942,101.816,103.252
 "01101","Montgomery, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8708126,9127985,9490366,10072427,10762276,11256427,11385491,11633717,11387674,11752718,12004808,12235434,12453071,12590293,13158299,13534472,13724107,14237190
 "01103","Morgan, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4150602,4129346,4343071,4740303,4670903,4874633,4884995,4721341,4499049,4546507,4471829,4515001,4509257,4606569,4665658,4808714,4827146,4980085
 "01103","Morgan, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.929,91.458,96.192,104.990,103.453,107.965,108.195,104.570,99.647,100.698,99.044,100.000,99.873,102.028,103.337,106.505,106.913,110.301
 "01103","Morgan, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3186806,3223257,3431313,3867737,3932184,4270035,4397476,4377873,4268746,4344853,4369405,4515001,4594029,4816829,4979055,5192124,5316709,5631419
 "01105","Perry, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",190109,188140,198267,198070,215944,230044,216804,231433,223584,242456,222817,229993,236675,208989,203560,198292,191859,183432
 "01105","Perry, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.659,81.802,86.206,86.120,93.892,100.022,94.265,100.626,97.213,105.419,96.880,100.000,102.905,90.867,88.507,86.216,83.420,79.755
 "01105","Perry, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",142750,144303,156455,165295,181713,199065,201731,220238,205859,231131,220421,229993,239589,214882,209050,204572,202877,197656
 "01107","Pickens, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",353869,353324,348982,368936,393022,368067,373863,352948,381096,373524,331090,343674,409722,405981,407990,399004,389315,390766
 "01107","Pickens, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.967,102.808,101.545,107.351,114.359,107.098,108.784,102.698,110.889,108.686,96.339,100.000,119.218,118.130,118.714,116.100,113.281,113.703
 "01107","Pickens, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",278340,279425,287424,323755,343604,326038,345952,334600,350098,355214,323846,343674,424152,426834,414219,404327,406174,420382
 "01109","Pike, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",820505,869987,912024,991693,1041517,1096756,1144877,1186072,1177545,1249027,1169946,1176489,1172034,1247401,1305018,1327688,1315469,1309102
 "01109","Pike, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.742,73.948,77.521,84.293,88.528,93.223,97.313,100.815,100.090,106.166,99.444,100.000,99.621,106.027,110.925,112.852,111.813,111.272
 "01109","Pike, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",670386,719278,769840,873009,930230,1007857,1085589,1144170,1109838,1203788,1157262,1176489,1184985,1281053,1345168,1367935,1386347,1417893
 "01111","Randolph, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",394966,426737,424950,475130,475426,474925,467921,441018,421580,427455,381076,391438,434152,431378,438364,415983,418763,427804
 "01111","Randolph, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.901,109.018,108.561,121.381,121.456,121.328,119.539,112.666,107.700,109.201,97.353,100.000,110.912,110.203,111.988,106.270,106.981,109.290
 "01111","Randolph, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",312305,341718,347012,401185,405297,416660,427927,409084,392981,407925,375502,391438,441635,445041,453409,432953,444349,463437
 "01113","Russell, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1131578,1092116,1054566,1135481,1149295,1218039,1199231,1198480,1231200,1276856,1264031,1265157,1286216,1360235,1417799,1437492,1427776,1472862
 "01113","Russell, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.442,86.323,83.355,89.750,90.842,96.276,94.789,94.730,97.316,100.925,99.911,100.000,101.665,107.515,112.065,113.622,112.854,116.417
 "01113","Russell, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",899382,878374,855375,940577,974227,1070269,1084317,1102430,1177266,1236635,1237380,1265157,1324886,1431980,1540554,1595191,1603191,1678883
 "01115","St. Clair, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1231422,1288618,1312994,1386416,1427231,1469447,1518692,1506989,1394672,1461502,1521625,1624555,1684900,1677557,1666235,1694102,1718514,1764952
 "01115","St. Clair, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.801,79.321,80.822,85.341,87.854,90.452,93.484,92.763,85.849,89.963,93.664,100.000,103.715,103.263,102.566,104.281,105.784,108.642
 "01115","St. Clair, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",951389,1010400,1044782,1139985,1209217,1286384,1372174,1388125,1329508,1399630,1479855,1624555,1722143,1751936,1792084,1851008,1904594,1994734
 "01117","Shelby, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5296416,5638862,6012694,6401517,7292359,7628604,8342430,8193684,7669652,7797678,7992672,8268481,8488592,8828571,9434367,9427502,9929586,10317323
 "01117","Shelby, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.055,68.197,72.718,77.421,88.195,92.261,100.894,99.095,92.758,94.306,96.664,100.000,102.662,106.774,114.100,114.017,120.090,124.779
 "01117","Shelby, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4136355,4458337,4849630,5334678,6294218,6841552,7676177,7654818,7376700,7549170,7850353,8268481,8660098,9208925,10023965,10159174,10850218,11594728
 "01119","Sumter, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",315285,316994,318729,323496,340589,341675,343626,309488,331113,342724,341650,351774,352036,349841,353400,359431,335668,326706
 "01119","Sumter, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.627,90.113,90.606,91.961,96.820,97.129,97.684,87.979,94.126,97.427,97.122,100.000,100.074,99.450,100.462,102.176,95.421,92.874
 "01119","Sumter, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",231325,236078,243660,259916,278172,286494,302209,276986,294503,315457,333225,351774,363752,362187,362037,362683,349196,345945
 "01121","Talladega, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1922405,2055365,2430843,2864610,3080886,3062334,2865973,2754134,2270441,2521324,2654063,2767076,2882631,2845808,2820169,2795690,2745857,2840194
 "01121","Talladega, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.474,74.279,87.849,103.525,111.341,110.670,103.574,99.532,82.052,91.119,95.916,100.000,104.176,102.845,101.919,101.034,99.233,102.642
 "01121","Talladega, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1710405,1845008,2192488,2600089,2789405,2747759,2616437,2521557,2198594,2445330,2592257,2767076,2905702,2935864,3001762,3001290,3012617,3170485
 "01123","Tallapoosa, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",923328,870947,934022,1048494,1149114,1048208,1016019,1004008,929013,1052374,1108718,1146236,1108429,1156405,1189686,1222578,1146322,1186139
 "01123","Tallapoosa, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.553,75.983,81.486,91.473,100.251,91.448,88.640,87.592,81.049,91.811,96.727,100.000,96.702,100.887,103.791,106.660,100.007,103.481
 "01123","Tallapoosa, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",765983,735763,799103,915360,1020378,949603,945793,948488,904029,1025398,1088021,1146236,1134500,1215873,1289888,1343043,1277695,1347920
 "01125","Tuscaloosa, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7328233,7698549,8015875,8530892,9003684,9115223,9647691,9308394,8534262,8842537,9805516,9382954,9396419,8908643,8593630,8509273,8775197,9042556
 "01125","Tuscaloosa, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.102,82.048,85.430,90.919,95.958,97.147,102.821,99.205,90.955,94.240,104.504,100.000,100.144,94.945,91.588,90.689,93.523,96.372
 "01125","Tuscaloosa, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5116983,5393295,5869211,6520722,7367929,7690217,8419953,8459865,7530789,8106142,9533451,9382954,9335838,8952566,8732666,8644836,9177095,9793605
 "01127","Walker, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1685890,1752691,1854872,1914739,1965379,1959764,1937258,1941768,1890176,1936751,1864091,1795958,1827116,1805542,1942586,1871326,1942619,2058416
 "01127","Walker, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.871,97.591,103.280,106.614,109.433,109.121,107.868,108.119,105.246,107.839,103.794,100.000,101.735,100.534,108.164,104.197,108.166,114.614
 "01127","Walker, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1221813,1285123,1404801,1503161,1611093,1674308,1710484,1775287,1780634,1857236,1831404,1795958,1851424,1870241,2029669,1968300,2102696,2279488
 "01129","Washington, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",782072,717759,756529,810196,739869,831119,892914,805643,829878,887961,820195,742552,768126,824443,727863,778980,775076,799290
 "01129","Washington, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.322,96.661,101.882,109.110,99.639,111.927,120.249,108.496,111.760,119.582,110.456,100.000,103.444,111.028,98.022,104.906,104.380,107.641
 "01129","Washington, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",559454,511648,559992,613826,581777,675586,740406,705797,767413,824498,798267,742552,789194,875428,793680,859530,879069,930752
 "01131","Wilcox, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",372249,368977,343755,404917,419130,449395,418295,389575,428471,400263,369260,353909,371412,366044,372273,379381,373667,378418
 "01131","Wilcox, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.182,104.257,97.131,114.413,118.429,126.980,118.193,110.078,121.068,113.098,104.338,100.000,104.946,103.429,105.189,107.197,105.583,106.925
 "01131","Wilcox, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",292929,290665,273359,327579,343053,382051,370613,352749,405954,388565,364949,353909,385274,383586,396066,401932,408633,423124
 "01133","Winston, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",633158,634437,605230,653705,692037,714442,679190,628080,570603,618285,621899,618744,637526,613138,629762,623036,650751,667455
 "01133","Winston, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.330,102.536,97.816,105.650,111.845,115.467,109.769,101.509,92.220,99.926,100.510,100.000,103.035,99.094,101.781,100.694,105.173,107.873
 "01133","Winston, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",536899,542349,530809,601783,637402,656424,626179,583664,540634,595854,601117,618744,666046,663567,687184,688533,732864,778730
"Note: See the included footnote file."
"CAGDP1: Gross Domestic Product (GDP) summary by county and metropolitan area "
"Last updated: December 12, 2019 -- new statistics for 2001-2018. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
